owner_category,owner_name,property_address,city,apn,lot_sqft,lot_acres,jurisdiction,zoning,property_use,assessed_land,assessed_improvement,assessed_total,improv_land_ratio,last_transfer_date,assessor_last_sale_date,lat,lon,score,score_reasons,source,current_use_web,current_use_source
3 Municipal,SANTA CLARA CITY,,SAN JOSE,101-03-010,26702,0.613,SANTA CLARA,HI,VACANT LAND,961,0,961,0.000,,,37.376936,-121.937144,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,659-57-012,26571,0.610,SANTA CLARA,R1,VACANT LAND,0,0,0,,,,37.313544,-121.775548,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,2358 ALUM ROCK AVE,SAN JOSE,484-41-168,26478,0.608,SANTA CLARA,MS-G,VACANT LAND,0,0,0,,,,37.35857,-121.842332,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),"NOT vacant — developed as Vela Apartments (7-story, 87 affordable homes, Mayfair/East SJ). Assessor 'vacant land' is stale; not available",affordablehousing.com; loopnet.com
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,689-17-067,26136,0.600,SANTA CLARA,R1B6,VACANT LAND,0,0,0,,2009-04-17,,37.245398,-121.830501,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1B6 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF PALO ALTO,,PALO ALTO,147-09-051,25700,0.590,SANTA CLARA,LMSD,VACANT LAND,0,0,0,,2010-04-09,2010-04-09,37.40965,-122.107768,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SANTA CLARA,1031 EL CAMINO REAL,SANTA CLARA,224-28-035,25690,0.590,SANTA CLARA,CT,VACANT LAND,0,0,0,,2014-09-22,2014-09-22,37.354771,-121.947848,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),"Vacant commercial lot on El Camino Real corridor, off-market (listing size 9,050sf vs assessor 0.59ac — discrepancy); CT zoning",propertyshark.com; redfin.com
4 School / Public Ed,CAMPBELL UNION SCHOOL DISTRICT,,SAN JOSE,282-33-009,24720,0.567,SANTA CLARA,R1,VACANT LAND,0,0,0,,1997-06-06,,37.309711,-121.926451,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,116-21-055,24426,0.561,SANTA CLARA,P(34),VACANT LAND,0,0,0,,,,37.421332,-122.081056,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,EVERGREEN SCHOOL DISTRICT,,SAN JOSE,659-47-081,23958,0.550,SANTA CLARA,R1B1,VACANT LAND,0,0,0,,2008-04-16,2008-04-16,37.310553,-121.779484,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1B1 +12,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D SUNNYVALE,,SUNNYVALE,104-18-061,23958,0.550,SANTA CLARA,R0,VACANT LAND,0,0,0,,,,37.395751,-121.990726,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R0 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),,SAN JOSE,472-39-019,23525,0.540,SANTA CLARA,R1,VACANT LAND,0,0,0,,1999-02-25,,37.332004,-121.865734,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,1370 AUZERAIS AVE,SAN JOSE,264-08-075,23087,0.530,SANTA CLARA,C3,VACANT LAND,0,0,0,,2007-10-30,2007-10-30,37.320608,-121.912453,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),"Vacant lot ~0.53ac, off-market, near downtown/Diridon SJ (acreage matches assessor); C3",trulia.com
3 Municipal,SAN JOSE CITY,,SAN JOSE,462-15-039,22816,0.000,SANTA CLARA,SJ,VACANT LAND,0,0,0,,2009-10-13,,37.275319,-121.861166,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,254-39-026,22651,0.520,SANTA CLARA,I,VACANT LAND,0,0,0,,1993-09-09,,37.365072,-121.878296,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF MOUNTAIN VIEW,715 YUBA DR,MOUNTAIN VIEW,161-02-012,21804,0.501,SANTA CLARA,R3-1,VACANT LAND,0,0,0,,2006-01-20,2006-01-20,37.381859,-122.068525,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R3-1 +12,ATTOM taxassessor (Santa Clara County),"UNVERIFIED — in a retail/commercial area (neighbors 778/780 Yuba are strip retail); city-owned 0.5ac R3-1; exact current use unconfirmed, needs site check",homes.com; enrichedrealestate.com
3 Municipal,MOUNTAIN VIEW CITY (CA),62 DEVONSHIRE AVE,MOUNTAIN VIEW,160-10-021,21490,0.493,SANTA CLARA,R3-2*,VACANT LAND,0,0,0,,1998-01-21,1996-06-20,37.403825,-122.0592,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R3-2* +12,ATTOM taxassessor (Santa Clara County),"NOT vacant — Devonshire Park (public park, opened 2007). Assessor 'vacant land' stale; not buildable",yelp.com; mountainview.gov facility directory
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-07-001,21200,0.487,SANTA CLARA,R2,VACANT LAND,0,0,0,,2002-07-03,2002-07-03,37.346449,-121.905754,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R2 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,097-08-027,21126,0.485,SANTA CLARA,PD HT,VACANT LAND,0,0,0,,,1986-12-31,37.399455,-121.947141,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,MARICH WAY,MOUNTAIN VIEW,170-05-047,20926,0.480,SANTA CLARA,PF,VACANT LAND,0,0,0,,,,37.392721,-122.101136,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-44-086,20603,0.473,SANTA CLARA,C3H,VACANT LAND,0,0,0,,,,37.330341,-121.894827,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,097-09-024,20473,0.470,SANTA CLARA,IP,VACANT LAND,0,0,0,,,1990-04-10,37.401088,-121.933912,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,659-68-021,20451,0.469,SANTA CLARA,R1,VACANT LAND,0,0,0,,,,37.322408,-121.765296,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,601-15-067,20230,0.464,SANTA CLARA,R1-6,VACANT LAND,0,0,0,,2008-09-17,2008-09-17,37.374078,-121.818253,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-6 +12,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,230-35-101,20000,0.459,SANTA CLARA,R-1-8,VACANT LAND,0,0,0,,,,37.357665,-121.908656,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R-1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,348 SEYMOUR ST,SAN JOSE,259-16-116,20000,0.459,SANTA CLARA,SJ,VACANT LAND,0,0,0,,,1981-01-26,37.343889,-121.905117,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,351 TOWER HILL AVE,SAN JOSE,455-63-017,19820,0.455,SANTA CLARA,R1-8,VACANT LAND,0,0,0,,2008-11-03,2008-11-03,37.287179,-121.8612,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,ORCHARD ST,CUPERTINO,326-17-004,19600,0.450,SANTA CLARA,R322,VACANT LAND,0,0,0,,1998-03-27,1998-03-27,37.323135,-122.061839,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R322 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-37-042,19579,0.449,SANTA CLARA,M4,VACANT LAND,0,0,0,,,,37.33386,-121.899182,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-38-114,19447,0.446,SANTA CLARA,,VACANT LAND,0,0,0,,,1988-05-11,37.35247,-121.911753,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,264-11-100,19425,0.446,SANTA CLARA,SJ,VACANT LAND,0,0,0,,2011-12-23,2011-12-23,37.314427,-121.90319,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,2339 GIANERA ST,SANTA CLARA,104-05-054,19320,0.444,SANTA CLARA,R16L,VACANT LAND,0,0,0,,,1979-05-23,37.399983,-121.967856,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R16L +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY OF SPORTS & OPEN S,,SANTA CLARA,097-05-100,19094,0.438,SANTA CLARA,B,VACANT LAND,0,0,0,,,1989-02-09,37.404602,-121.954577,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,LEWIS RD,SAN JOSE,497-32-015,18730,0.430,SANTA CLARA,M1,VACANT LAND,0,0,0,,,,37.291525,-121.846714,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,180 W SAINT JOHN ST,SAN JOSE,259-35-050,18450,0.424,SANTA CLARA,CG,VACANT LAND,0,0,0,,,,37.336333,-121.894678,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),,SAN JOSE,259-36-082,18219,0.418,SANTA CLARA,LI,VACANT LAND,0,0,0,,2003-06-26,,37.333911,-121.897726,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-03-148,18191,0.418,SANTA CLARA,R1-8,VACANT LAND,0,0,0,,,1987-01-16,37.34903,-121.909203,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-06-068,18146,0.000,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.348073,-121.903624,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,,CUPERTINO,326-27-033,17902,0.411,SANTA CLARA,R322,VACANT LAND,0,0,0,,,1974-05-24,37.323859,-122.046064,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R322 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,595-27-029,17424,0.400,SANTA CLARA,R1B1,VACANT LAND,0,0,0,,,1987-09-22,37.399348,-121.823,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1B1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-15-074,17076,0.392,SANTA CLARA,R,VACANT LAND,0,0,0,,,1985-11-07,37.343327,-121.902898,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,90 S 1ST ST,CAMPBELL,412-07-043,17014,0.391,SANTA CLARA,PF/OS,VACANT LAND,0,0,0,,1994-12-02,1994-12-02,37.2858,-121.944596,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-25-127,16988,0.390,SANTA CLARA,R2,VACANT LAND,0,0,0,,,,37.326246,-121.892393,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R2 +12,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D SUNNYVALE,,SUNNYVALE,165-11-008,16706,0.384,SANTA CLARA,,VACANT LAND,0,0,0,,,1948-02-03,37.376285,-122.039186,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,736 SUNOL ST,SAN JOSE,264-11-024,16555,0.380,SANTA CLARA,HI,VACANT LAND,0,0,0,,2017-04-27,2017-04-27,37.319766,-121.905397,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,224 WOZ WAY,SAN JOSE,264-31-109,16522,0.379,SANTA CLARA,C2,VACANT LAND,0,0,0,,2016-08-26,,37.326569,-121.888641,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,583-16-014,15360,0.353,SANTA CLARA,RR-H1,VACANT LAND,0,0,0,,,1974-12-13,37.174755,-121.82493,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning RR-H1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,284-03-046,15342,0.352,SANTA CLARA,R1,VACANT LAND,0,0,0,,2002-07-17,2002-07-17,37.307452,-121.91619,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,595-20-042,15246,0.350,SANTA CLARA,R1-5,VACANT LAND,0,0,0,,,1986-11-10,37.396927,-121.821659,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-5 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,678-93-036,14810,0.340,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.256861,-121.792219,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,264-25-128,14392,0.330,SANTA CLARA,,VACANT LAND,0,0,0,,2009-08-18,,37.326463,-121.89274,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,467-22-161,14377,0.330,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.333847,-121.886836,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,467-20-085,14374,0.330,SANTA CLARA,R4,VACANT LAND,0,0,0,,,,37.338624,-121.88741,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R4 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,116-21-053,14367,0.330,SANTA CLARA,P(34),VACANT LAND,0,0,0,,,,37.422829,-122.081053,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,137 MONTAGUE EXPY,SAN JOSE,097-06-056,14322,0.329,SANTA CLARA,IP,VACANT LAND,0,0,0,,,,37.396176,-121.940282,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,3960 CLAITOR WAY,SAN JOSE,595-20-003,14040,0.322,SANTA CLARA,R1-5,VACANT LAND,0,0,0,,,1978-04-27,37.398781,-121.821177,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-5 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,659-80-050,13984,0.321,SANTA CLARA,R1,VACANT LAND,0,0,0,,2009-08-21,2009-08-21,37.313905,-121.766124,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),,SAN JOSE,660-64-113,13881,0.319,SANTA CLARA,R1,VACANT LAND,0,0,0,,2001-04-11,,37.313019,-121.761032,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,230-07-057,13503,0.310,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.354544,-121.942057,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,2348 MADDEN AVE,SAN JOSE,484-02-060,13489,0.000,SANTA CLARA,R1-8,VACANT LAND,0,0,0,,2004-07-02,2004-07-02,37.361761,-121.844588,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,116-01-047,13224,0.304,SANTA CLARA,LM1,VACANT LAND,0,0,0,,,1971-12-21,37.4319,-122.100577,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-72-024,13222,0.304,SANTA CLARA,R1,VACANT LAND,0,0,0,,2017-12-21,2017-12-21,37.285332,-121.76191,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,706-01-030,12791,0.294,SANTA CLARA,I,VACANT LAND,0,0,0,,,1976-03-10,37.232263,-121.771999,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,458-11-027,12575,0.000,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.258256,-121.86477,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,PLEASANT S D MT,,SAN JOSE,647-23-028,12197,0.280,SANTA CLARA,R1-8,VACANT LAND,0,0,0,,,1975-07-17,37.353277,-121.80149,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,484-06-008,12060,0.277,SANTA CLARA,C1,VACANT LAND,0,0,0,,,1987-10-13,37.363712,-121.842762,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-63-007,11954,0.274,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.30503,-121.763002,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,153-14-026,11941,0.274,SANTA CLARA,PF,VACANT LAND,0,0,0,,,,37.411795,-122.083937,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF CUPERTINO,22000 STEVENS CREEK BLVD,CUPERTINO,357-11-029,11898,0.273,SANTA CLARA,PR,VACANT LAND,0,0,0,,2008-08-12,2008-08-12,37.322882,-122.058769,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,499-22-037,11550,0.265,SANTA CLARA,R1B6,VACANT LAND,0,0,0,,,1978-04-13,37.310019,-121.838415,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1B6 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,097-52-039,11434,0.262,SANTA CLARA,IP,VACANT LAND,0,0,0,,,1983-07-22,37.415976,-121.955944,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY DEPT OF PUBLIC W,,SAN JOSE,264-26-100,11408,0.262,SANTA CLARA,,VACANT LAND,0,0,0,,2008-12-23,,37.327319,-121.893626,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF MOUNTAIN VIEW,FRANKLIN ST,MOUNTAIN VIEW,158-13-030,11250,0.258,SANTA CLARA,P(19),VACANT LAND,0,0,0,,2015-08-11,2009-01-08,37.393662,-122.081429,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,,SAN JOSE,678-08-056,10998,0.252,SANTA CLARA,M1,VACANT LAND,0,0,0,,2020-10-23,2020-10-23,37.250977,-121.771967,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),LOCUST ST,SAN JOSE,434-11-043,10960,0.252,SANTA CLARA,R2,VACANT LAND,0,0,0,,2003-01-10,,37.313479,-121.880504,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R2 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SAN JOSE,097-08-112,10865,0.249,SANTA CLARA,PD HT,VACANT LAND,0,0,0,,,,37.395741,-121.941681,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,STARDUST LN,SAN JOSE,464-36-060,10804,0.248,SANTA CLARA,R1-8,VACANT LAND,0,0,0,,,1973-04-27,37.253847,-121.849227,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-39-094,10800,0.248,SANTA CLARA,SJ,VACANT LAND,0,0,0,,,1974-01-02,37.332555,-121.897375,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,,CAMPBELL,279-31-008,10598,0.243,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.296116,-121.939751,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,750 W EVELYN AVE,MOUNTAIN VIEW,158-20-062,10593,0.243,SANTA CLARA,MV,VACANT LAND,0,0,0,,,,37.394868,-122.077939,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,592-20-075,10472,0.240,SANTA CLARA,LI,VACANT LAND,0,0,0,,,1988-05-17,37.388461,-121.849184,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,659-48-066,10110,0.232,SANTA CLARA,R1B1,VACANT LAND,0,0,0,,,,37.313379,-121.780048,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1B1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,165-32-016,10009,0.230,SANTA CLARA,MSPD,VACANT LAND,0,0,0,,,,37.391296,-122.041966,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,261-38-001,9345,0.215,SANTA CLARA,M1,VACANT LAND,1496792,0,1496792,0.000,2023-12-21,2023-12-21,37.324013,-121.903845,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE RE SVCS & ASS,,SAN JOSE,284-07-034,9322,0.214,SANTA CLARA,R1,VACANT LAND,0,0,0,,2010-08-04,2010-08-04,37.307572,-121.91592,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF CUPERTINO,22516 STEVENS CREEK BLVD,CUPERTINO,342-66-007,9147,0.210,SANTA CLARA,PCG,VACANT LAND,884625,0,884625,0.000,2022-12-09,2019-12-31,37.321744,-122.068947,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-11-114,9147,0.210,SANTA CLARA,HI,VACANT LAND,0,0,0,,,,37.319805,-121.904436,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,410 HOWARD ST,SAN JOSE,259-25-051,8980,0.206,SANTA CLARA,HI,VACANT LAND,0,0,0,,2016-05-23,2010-06-02,37.33731,-121.902271,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY (CA),,SAN JOSE,660-64-118,8889,0.204,SANTA CLARA,R1,VACANT LAND,0,0,0,,2001-04-11,,37.311277,-121.758818,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-64-117,8812,0.202,SANTA CLARA,R1,VACANT LAND,0,0,0,,,,37.312331,-121.76099,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,310 W HEDDING ST,SAN JOSE,259-03-091,8712,0.200,SANTA CLARA,R1,VACANT LAND,0,0,0,,1989-04-14,,37.348782,-121.910856,100,VACANT LAND +25; <1ac infill +20; owner +5; zoning R1 +12,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,456-10-024,8580,0.000,SANTA CLARA,,VACANT LAND,0,0,0,,2008-12-22,,37.296485,-121.874249,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,458-11-033,8579,0.000,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.258541,-121.859974,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,REDEV AGENCY CITY SAN JOSE,,SAN JOSE,259-45-094,8106,0.186,SANTA CLARA,,VACANT LAND,0,0,0,,,,37.33089,-121.89555,100,VACANT LAND +25; <1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
